"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"DAM00006190","BORNHOLM RONNE, DA","2018-03-27",,,"33",,
"DAM00006190","BORNHOLM RONNE, DA","2018-03-28",,,"32",,
"DAM00006190","BORNHOLM RONNE, DA","2018-03-29",,,"33",,
"DAM00006190","BORNHOLM RONNE, DA","2018-03-30",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2018-03-31",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-01",,,"33",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-02",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-03",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-04",,,"45",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-05",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-06",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-07",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-08",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-09",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-10",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-11",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-12",,,"45",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-13",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-14",,,"48",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-15",,,"46",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-16",,,"49",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-17",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-18",,,"46",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-19",,,"49",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-20",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-21",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-22",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-23",,,"48",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-24",,,"45",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-25",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-26",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-27",,,"46",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-28",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-29",,,"52",,
"DAM00006190","BORNHOLM RONNE, DA","2018-04-30",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-01",,,"48",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-02",,,"48",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-03",,,"48",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-04",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-05",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-06",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-07",,,"54",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-08",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-09",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-10",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-11",,,"54",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-12",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-13",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-14",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-15",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-16",,,"57",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-17",,,"58",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-18",,,"55",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-19",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-20",,,"54",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-21",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-22",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-23",,,"58",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-24",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-25",,,"61",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-26",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-27",,,"61",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-28",,,"69",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-29",,,"72",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-30",,,"72",,
"DAM00006190","BORNHOLM RONNE, DA","2018-05-31",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-01",,,"68",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-02",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-03",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-04",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-05",,,"60",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-06",,,"58",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-07",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-08",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-09",,,"69",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-10",,,"69",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-11",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-12",,,"61",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-13",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-14",,,"61",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-15",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-16",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-17",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-18",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-19",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-20",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-21",,,"60",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-22",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-23",,,"60",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-24",,,"61",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-25",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-26",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-27",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-28",,,"70",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-29",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-06-30",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-01",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-02",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-03",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-04",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-05",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-06",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-07",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-08",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-09",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-10",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-11",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-12",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-13",,,"68",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-14",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-15",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-16",,,"70",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-17",,,"70",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-18",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-19",,,"68",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-20",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-21",,,"68",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-22",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-23",,,"69",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-24",,,"72",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-25",,,"72",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-26",,,"73",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-27",,,"75",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-28",,,"75",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-29",,,"72",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-30",,,"70",,
"DAM00006190","BORNHOLM RONNE, DA","2018-07-31",,,"74",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-01",,,"78",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-02",,,"74",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-03",,,"72",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-04",,,"74",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-05",,,"69",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-06",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-07",,,"74",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-08",,,"77",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-09",,,"75",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-10",,,"70",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-11",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-12",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-13",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-14",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-15",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-16",,,"70",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-17",,,"70",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-18",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-19",,,"68",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-20",,,"67",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-21",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-22",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-23",,,"69",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-24",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-25",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-26",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-27",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-28",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-29",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-30",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-08-31",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-01",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-02",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-03",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-04",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-05",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-06",,,"63",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-07",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-08",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-09",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-10",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-11",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-12",,,"61",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-13",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-14",,,"61",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-15",,,"62",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-16",,,"60",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-17",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-18",,,"66",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-19",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-20",,,"65",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-21",,,"64",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-22",,,"57",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-23",,,"56",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-24",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-25",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-26",,,"57",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-27",,,"60",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-28",,,"54",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-29",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-09-30",,,"55",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-01",,,"52",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-02",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-03",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-04",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-05",,,"57",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-06",,,"54",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-07",,,"48",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-08",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-09",,,"55",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-10",,,"55",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-11",,,"60",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-12",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-13",,,"60",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-14",,,"59",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-15",,,"57",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-16",,,"54",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-17",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-18",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-19",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-20",,,"52",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-21",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-22",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-23",,,"52",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-24",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-25",,,"52",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-26",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-27",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-28",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-29",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-30",,,"54",,
"DAM00006190","BORNHOLM RONNE, DA","2018-10-31",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-01",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-02",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-03",,,"46",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-04",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-05",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-06",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-07",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-08",,,"45",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-09",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-10",,,"48",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-11",,,"49",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-12",,,"51",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-13",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-14",,,"49",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-15",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-16",,,"46",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-17",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-18",,,"43",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-19",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-20",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-21",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-22",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-23",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-24",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-25",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-26",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-27",,,"33",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-28",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-29",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2018-11-30",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-01",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-02",,,"43",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-03",,,"47",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-04",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-05",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-06",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-07",,,"46",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-08",,,"45",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-09",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-10",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-11",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-12",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-13",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-14",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-15",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-16",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-17",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-18",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-19",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-20",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-21",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-22",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-23",,,"33",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-24",,,"33",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-25",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-26",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-27",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-28",,,"43",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-29",,,"43",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-30",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2018-12-31",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-01",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-02",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-03",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-04",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-05",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-06",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-07",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-08",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-09",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-10",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-11",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-12",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-13",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-14",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-15",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-16",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-17",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-18",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-19",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-20",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-21",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-22",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-23",,,"30",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-24",,,"28",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-25",,,"27",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-26",,,"30",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-27",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-28",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-29",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-30",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-01-31",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-01",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-02",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-03",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-04",,,"35",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-05",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-06",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-07",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-08",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-09",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-10",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-11",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-12",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-13",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-14",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-15",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-16",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-17",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-18",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-19",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-20",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-21",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-22",,,"32",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-23",,,"36",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-24",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-25",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-26",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-27",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-02-28",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-01",,,"34",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-02",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-03",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-04",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-05",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-06",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-07",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-08",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-09",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-10",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-11",,,"37",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-12",,,"38",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-13",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-14",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-15",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-16",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-17",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-18",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-19",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-20",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-21",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-22",,,"43",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-23",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-24",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-25",,,"39",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-26",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-27",,,"41",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-28",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-29",,,"43",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-30",,,"44",,
"DAM00006190","BORNHOLM RONNE, DA","2019-03-31",,,"42",,
"DAM00006190","BORNHOLM RONNE, DA","2019-04-01",,,"40",,
"DAM00006190","BORNHOLM RONNE, DA","2019-04-02",,,"45",,
"DAM00006190","BORNHOLM RONNE, DA","2019-04-03",,,"50",,
"DAM00006190","BORNHOLM RONNE, DA","2019-04-04",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2019-04-05",,,"52",,
"DAM00006190","BORNHOLM RONNE, DA","2019-04-06",,,"53",,
"DAM00006190","BORNHOLM RONNE, DA","2019-04-07",,,"47",,
